S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
12414,05/10/2020,Telangana,200611,27052,172388,1171
12415,06/10/2020,Telangana,202594,26644,174769,1181
12416,07/10/2020,Telangana,204748,26551,177008,1189
12417,08/10/2020,Telangana,206644,26368,179075,1201
12418,09/10/2020,Telangana,208535,26374,180953,1208
12419,10/10/2020,Telangana,210346,26104,183025,1217
12420,11/10/2020,Telangana,212063,25713,185128,1222
12421,12/10/2020,Telangana,213084,24514,187342,1228
12422,13/10/2020,Telangana,214792,24208,189351,1233
12423,14/10/2020,Telangana,216238,23728,191269,1241
12424,15/10/2020,Telangana,217670,23203,193218,1249
12425,16/10/2020,Telangana,219224,23315,194653,1256
12426,17/10/2020,Telangana,220675,22774,196636,1265
12427,18/10/2020,Telangana,222111,22050,198790,1271
12428,19/10/2020,Telangana,223059,21098,200686,1275
12429,20/10/2020,Telangana,224545,20686,202577,1282
12430,21/10/2020,Telangana,226124,20449,204388,1287
12431,22/10/2020,Telangana,227580,20183,206105,1292
12432,23/10/2020,Telangana,229001,20377,207326,1298
12433,24/10/2020,Telangana,230274,19937,209034,1303
12434,25/10/2020,Telangana,231252,19465,210480,1307
12435,26/10/2020,Telangana,231834,18611,211912,1311
12436,27/10/2020,Telangana,232671,17890,213466,1315
12437,28/10/2020,Telangana,234152,17916,214917,1319
12438,29/10/2020,Telangana,235656,17979,216353,1324
12439,30/10/2020,Telangana,237187,18456,217401,1330
12440,31/10/2020,Telangana,238632,18409,218887,1336
12441,01/11/2020,Telangana,240048,18241,220466,1341
12442,02/11/2020,Telangana,240970,17630,221992,1348
12443,03/11/2020,Telangana,242506,17742,223413,1351
12444,04/11/2020,Telangana,244143,18100,224686,1357
12445,05/11/2020,Telangana,245682,18656,225664,1362
12446,06/11/2020,Telangana,247284,19272,226646,1366
12447,07/11/2020,Telangana,248891,19936,227583,1372
12448,08/11/2020,Telangana,250331,19890,229064,1377
12449,09/11/2020,Telangana,251188,19239,230568,1381
12450,10/11/2020,Telangana,252455,18581,232489,1385
12451,11/11/2020,Telangana,253651,18027,234234,1390
12452,12/11/2020,Telangana,254666,17323,235950,1393
12453,13/11/2020,Telangana,255663,17094,237172,1397
12454,14/11/2020,Telangana,256713,16404,238908,1401
12455,15/11/2020,Telangana,257374,15425,240545,1404
12456,16/11/2020,Telangana,257876,14385,242084,1407
12457,17/11/2020,Telangana,258828,13732,243686,1410
12458,18/11/2020,Telangana,259776,13068,245293,1415
12459,19/11/2020,Telangana,260834,12682,246733,1419
12460,20/11/2020,Telangana,261728,12515,247790,1423
12461,21/11/2020,Telangana,262653,12070,249157,1426
12462,22/11/2020,Telangana,263526,11643,250453,1430
12463,23/11/2020,Telangana,264128,11227,251468,1433
12464,24/11/2020,Telangana,265049,11047,252565,1437
12465,25/11/2020,Telangana,266042,10886,253715,1441
12466,26/11/2020,Telangana,266904,10784,254676,1444
12467,27/11/2020,Telangana,267665,10839,255378,1448
12468,28/11/2020,Telangana,268418,10637,256330,1451
12469,29/11/2020,Telangana,269223,10490,257278,1455
12470,30/11/2020,Telangana,269816,10022,258336,1458
12471,01/12/2020,Telangana,270318,9627,259230,1461
12472,02/12/2020,Telangana,270883,9266,260155,1462
12473,03/12/2020,Telangana,271492,8999,261028,1465
12474,04/12/2020,Telangana,272123,8826,261830,1467
12475,05/12/2020,Telangana,272719,8498,262751,1470
12476,06/12/2020,Telangana,273341,8125,263744,1472
12477,07/12/2020,Telangana,273858,7778,264606,1474
12478,08/12/2020,Telangana,274540,7696,265367,1477
12479,09/12/2020,Telangana,275261,7661,266120,1480
12480,10/12/2020,Telangana,275904,7497,266925,1482
12481,11/12/2020,Telangana,276516,7604,267427,1485
12482,12/12/2020,Telangana,277151,7670,267992,1489
12483,13/12/2020,Telangana,277724,7630,268601,1493
12484,14/12/2020,Telangana,278108,7380,269232,1496
12485,15/12/2020,Telangana,278599,7272,269828,1499
12486,17/12/2020,Telangana,279644,7172,270967,1505
12487,18/12/2020,Telangana,280195,7040,271649,1506
12488,19/12/2020,Telangana,280822,6942,272370,1510
12489,20/12/2020,Telangana,281414,6888,273013,1513
12490,21/12/2020,Telangana,281730,6590,273625,1515
12491,22/12/2020,Telangana,282347,6569,274260,1518
12492,23/12/2020,Telangana,282982,6627,274833,1522
12493,24/12/2020,Telangana,283556,6815,275217,1524
12494,25/12/2020,Telangana,284074,6839,275708,1527
12495,26/12/2020,Telangana,284391,6618,276244,1529
12496,27/12/2020,Telangana,284863,6579,276753,1531
12497,28/12/2020,Telangana,285068,6231,277304,1533
12498,29/12/2020,Telangana,285465,5999,277931,1535
12499,30/12/2020,Telangana,285939,5878,278523,1538
12500,31/12/2020,Telangana,286354,5974,278839,1541
12501,03/01/2021,Telangana,287502,5388,280565,1549
12502,04/01/2021,Telangana,287740,5106,281083,1551
12503,05/01/2021,Telangana,287993,5039,281400,1554
12504,06/01/2021,Telangana,288410,4982,281872,1556
12505,07/01/2021,Telangana,288789,5053,282177,1559
12506,08/01/2021,Telangana,289135,5000,282574,1561
12507,09/01/2021,Telangana,289433,4822,283048,1563
12508,10/01/2021,Telangana,289784,4756,283463,1565
12509,11/01/2021,Telangana,290008,4518,283924,1566
12510,12/01/2021,Telangana,290309,4524,284217,1568
12511,13/01/2021,Telangana,290640,4458,284611,1571
12512,14/01/2021,Telangana,290916,4495,284849,1572
12513,15/01/2021,Telangana,291118,4442,285102,1574
12514,16/01/2021,Telangana,291367,4273,285519,1575
12515,17/01/2021,Telangana,291666,4191,285898,1577
12516,18/01/2021,Telangana,291872,4049,286244,1579
12517,19/01/2021,Telangana,292128,4005,286542,1581
12518,20/01/2021,Telangana,292395,3919,286893,1583
12519,21/01/2021,Telangana,292621,3920,287117,1584
12520,22/01/2021,Telangana,292835,3781,287468,1586
12521,23/01/2021,Telangana,293056,3569,287899,1588
12522,24/01/2021,Telangana,293253,3389,288275,1589
12523,25/01/2021,Telangana,293401,3234,288577,1590
12524,27/01/2021,Telangana,293737,2819,289325,1593
12525,28/01/2021,Telangana,293923,2698,289631,1594
12526,29/01/2021,Telangana,294120,2537,289987,1596
12527,30/01/2021,Telangana,294306,2354,290354,1598
12528,31/01/2021,Telangana,294469,2240,290630,1599
12529,01/02/2021,Telangana,294587,2092,290894,1601
12530,02/02/2021,Telangana,294739,2022,291115,1602
12531,03/02/2021,Telangana,294924,2008,291312,1604
12532,04/02/2021,Telangana,295101,1985,291510,1606
12533,05/02/2021,Telangana,295270,1964,291699,1607
12534,06/02/2021,Telangana,295431,1977,291846,1608
12535,07/02/2021,Telangana,295581,1939,292032,1610
12536,08/02/2021,Telangana,295682,1842,292229,1611
12537,09/02/2021,Telangana,295831,1804,292415,1612
12538,10/02/2021,Telangana,295988,1797,292578,1613
12539,11/02/2021,Telangana,296134,1825,292696,1613
12540,12/02/2021,Telangana,296277,1815,292848,1614
12541,13/02/2021,Telangana,296428,1781,293033,1614
12542,14/02/2021,Telangana,296574,1748,293210,1616
12543,15/02/2021,Telangana,296673,1676,293379,1618
12544,16/02/2021,Telangana,296802,1643,293540,1619
12545,17/02/2021,Telangana,296950,1640,293690,1620
12546,18/02/2021,Telangana,297113,1700,293791,1622
12547,19/02/2021,Telangana,297278,1715,293940,1623
12548,20/02/2021,Telangana,297435,1715,294097,1623
12549,21/02/2021,Telangana,297598,1731,294243,1624
12550,22/02/2021,Telangana,297712,1701,294386,1625
12551,23/02/2021,Telangana,297861,1697,294537,1627
12552,24/02/2021,Telangana,298057,1745,294683,1629
12553,25/02/2021,Telangana,298264,1852,294782,1630
12554,26/02/2021,Telangana,298453,1910,294911,1632
12555,27/02/2021,Telangana,298631,1939,295059,1633
12556,01/03/2021,Telangana,298923,1902,295387,1634
12557,02/03/2021,Telangana,299086,1907,295544,1635
12558,03/03/2021,Telangana,299254,1912,295707,1635
12559,04/03/2021,Telangana,299406,1948,295821,1637
12560,06/03/2021,Telangana,299742,1936,296166,1640
12561,07/03/2021,Telangana,299900,1886,296373,1641
12562,08/03/2021,Telangana,300011,1807,296562,1642
12563,09/03/2021,Telangana,300153,1769,296740,1644
12564,10/03/2021,Telangana,300342,1780,296916,1646
12565,11/03/2021,Telangana,300536,1855,297032,1649
12566,13/03/2021,Telangana,300933,1918,297363,1652
12567,14/03/2021,Telangana,301161,1993,297515,1653
12568,15/03/2021,Telangana,301318,1983,297681,1654
12569,16/03/2021,Telangana,301522,2015,297851,1656
12570,17/03/2021,Telangana,301769,2101,298009,1659
12571,18/03/2021,Telangana,302047,2265,298120,1662
12572,19/03/2021,Telangana,302360,2434,298262,1664
12573,20/03/2021,Telangana,302724,2607,298451,1666
12574,21/03/2021,Telangana,303118,2804,298645,1669
12575,22/03/2021,Telangana,303455,2958,298826,1671
12576,23/03/2021,Telangana,303867,3151,299042,1674
12577,24/03/2021,Telangana,304298,3352,299270,1676
12578,25/03/2021,Telangana,304791,3684,299427,1680
12579,27/03/2021,Telangana,305804,4241,299878,1685
12580,28/03/2021,Telangana,306339,4495,300156,1688
12581,29/03/2021,Telangana,306742,4583,300469,1690
12582,30/03/2021,Telangana,307205,4678,300833,1694
12583,31/03/2021,Telangana,307889,4965,301227,1697
12584,01/04/2021,Telangana,308776,5511,301564,1701
12585,02/04/2021,Telangana,309741,6159,301876,1706
12586,03/04/2021,Telangana,310819,6900,302207,1712
12587,04/04/2021,Telangana,312140,7923,302500,1717
12588,05/04/2021,Telangana,313237,8746,302768,1723
12589,06/04/2021,Telangana,314735,9993,303013,1729
12590,07/04/2021,Telangana,316649,11617,303298,1734
12591,08/04/2021,Telangana,319054,13712,303601,1741
12592,09/04/2021,Telangana,321182,15472,303964,1746
12593,10/04/2021,Telangana,324091,17791,304548,1752
12594,11/04/2021,Telangana,327278,20184,305335,1759
12595,12/04/2021,Telangana,329529,21864,305900,1765
12596,13/04/2021,Telangana,332581,24131,306678,1772
12597,14/04/2021,Telangana,334738,25459,307499,1780
12598,15/04/2021,Telangana,338045,27861,308396,1788
12599,16/04/2021,Telangana,341885,30494,309594,1797
12600,17/04/2021,Telangana,346331,33514,311008,1809
12601,18/04/2021,Telangana,351424,37037,312563,1824
12602,19/04/2021,Telangana,355433,39154,314441,1838
12603,07/04/2020,Tripura,1,1,0,0
12604,08/04/2020,Tripura,1,1,0,0
12605,09/04/2020,Tripura,1,1,0,0
12606,10/04/2020,Tripura,1,1,0,0
12607,11/04/2020,Tripura,1,1,0,0
12608,12/04/2020,Tripura,2,2,0,0
12609,13/04/2020,Tripura,2,2,0,0
12610,14/04/2020,Tripura,2,2,0,0
12611,15/04/2020,Tripura,2,2,0,0
12612,16/04/2020,Tripura,2,1,1,0
12613,17/04/2020,Tripura,2,1,1,0
12614,18/04/2020,Tripura,2,1,1,0
12615,19/04/2020,Tripura,2,1,1,0
12616,20/04/2020,Tripura,2,1,1,0
12617,21/04/2020,Tripura,2,1,1,0
12618,22/04/2020,Tripura,2,1,1,0
12619,23/04/2020,Tripura,2,1,1,0
12620,24/04/2020,Tripura,2,1,1,0
12621,25/04/2020,Tripura,2,1,1,0
12622,26/04/2020,Tripura,2,0,2,0
12623,27/04/2020,Tripura,2,0,2,0
12624,28/04/2020,Tripura,2,0,2,0
12625,29/04/2020,Tripura,2,0,2,0
12626,30/04/2020,Tripura,2,0,2,0
12627,01/05/2020,Tripura,2,0,2,0
12628,02/05/2020,Tripura,2,0,2,0
12629,03/05/2020,Tripura,4,2,2,0
12630,04/05/2020,Tripura,16,14,2,0
12631,05/05/2020,Tripura,29,27,2,0
12632,06/05/2020,Tripura,43,41,2,0
12633,07/05/2020,Tripura,43,41,2,0
12634,08/05/2020,Tripura,65,63,2,0
12635,09/05/2020,Tripura,118,116,2,0
12636,10/05/2020,Tripura,134,132,2,0
12637,11/05/2020,Tripura,150,148,2,0
12638,12/05/2020,Tripura,152,150,2,0
12639,13/05/2020,Tripura,154,152,2,0
12640,14/05/2020,Tripura,155,139,16,0
12641,15/05/2020,Tripura,156,127,29,0
12642,16/05/2020,Tripura,156,114,42,0
12643,17/05/2020,Tripura,167,103,64,0
12644,18/05/2020,Tripura,167,82,85,0
12645,19/05/2020,Tripura,167,82,85,0
12646,20/05/2020,Tripura,173,57,116,0
12647,21/05/2020,Tripura,173,40,133,0
12648,22/05/2020,Tripura,173,25,148,0
12649,23/05/2020,Tripura,175,23,152,0
12650,24/05/2020,Tripura,189,36,153,0
12651,25/05/2020,Tripura,191,26,165,0
12652,26/05/2020,Tripura,194,29,165,0
12653,27/05/2020,Tripura,207,42,165,0
12654,28/05/2020,Tripura,230,65,165,0
12655,29/05/2020,Tripura,242,75,167,0
12656,30/05/2020,Tripura,251,80,171,0
12657,31/05/2020,Tripura,268,96,172,0
12658,01/06/2020,Tripura,313,140,173,0
12659,02/06/2020,Tripura,420,247,173,0
12660,03/06/2020,Tripura,468,295,173,0
12661,04/06/2020,Tripura,468,295,173,0
12662,05/06/2020,Tripura,644,471,173,0
12663,06/06/2020,Tripura,692,519,173,0
12664,07/06/2020,Tripura,747,574,173,0
12665,08/06/2020,Tripura,800,608,192,0
12666,09/06/2020,Tripura,838,646,192,0
12667,10/06/2020,Tripura,864,671,192,1
12668,11/06/2020,Tripura,895,655,239,1
12669,12/06/2020,Tripura,913,634,278,1
12670,13/06/2020,Tripura,961,682,278,1
12671,14/06/2020,Tripura,1046,730,315,1
12672,15/06/2020,Tripura,1076,760,315,1
12673,16/06/2020,Tripura,1086,652,433,1
12674,17/06/2020,Tripura,1092,658,433,1
12675,18/06/2020,Tripura,1135,578,556,1
12676,19/06/2020,Tripura,1155,515,639,1
12677,20/06/2020,Tripura,1178,520,657,1
12678,21/06/2020,Tripura,1186,505,680,1
12679,22/06/2020,Tripura,1221,461,759,1
12680,23/06/2020,Tripura,1237,454,782,1
12681,24/06/2020,Tripura,1259,451,807,1
12682,25/06/2020,Tripura,1259,361,897,1
12683,26/06/2020,Tripura,1290,270,1019,1
12684,27/06/2020,Tripura,1325,269,1055,1
12685,28/06/2020,Tripura,1334,262,1071,1
12686,29/06/2020,Tripura,1346,266,1079,1
12687,30/06/2020,Tripura,1380,294,1085,1
12688,01/07/2020,Tripura,1388,301,1086,1
12689,02/07/2020,Tripura,1396,302,1093,1
12690,03/07/2020,Tripura,1435,288,1146,1
12691,04/07/2020,Tripura,1525,325,1199,1
12692,05/07/2020,Tripura,1546,343,1202,1
12693,06/07/2020,Tripura,1568,365,1202,1
12694,07/07/2020,Tripura,1680,460,1219,1
12695,08/07/2020,Tripura,1704,455,1248,1
12696,09/07/2020,Tripura,1761,436,1324,1
12697,10/07/2020,Tripura,1776,437,1338,1
12698,11/07/2020,Tripura,1918,545,1372,1
12699,12/07/2020,Tripura,1949,572,1375,2
12700,13/07/2020,Tripura,2054,631,1421,2
12701,14/07/2020,Tripura,2080,603,1475,2
12702,15/07/2020,Tripura,2170,630,1538,2
12703,16/07/2020,Tripura,2268,661,1604,3
12704,17/07/2020,Tripura,2283,676,1604,3
12705,18/07/2020,Tripura,2366,679,1684,3
12706,19/07/2020,Tripura,2654,914,1735,5
12707,20/07/2020,Tripura,2878,1114,1759,5
12708,21/07/2020,Tripura,3079,1227,1845,7
12709,22/07/2020,Tripura,3331,1397,1926,8
12710,23/07/2020,Tripura,3449,1408,2032,9
12711,24/07/2020,Tripura,3656,1574,2072,10
12712,25/07/2020,Tripura,3759,1617,2131,11
12713,26/07/2020,Tripura,3862,1642,2209,11
12714,27/07/2020,Tripura,3900,1526,2361,13
12715,28/07/2020,Tripura,4049,1565,2467,17
12716,29/07/2020,Tripura,4269,1627,2621,21
12717,30/07/2020,Tripura,4485,1786,2678,21
12718,31/07/2020,Tripura,4706,1723,2962,21
12719,01/08/2020,Tripura,4978,1630,3327,21
12720,02/08/2020,Tripura,5233,1747,3463,23
12721,03/08/2020,Tripura,5374,1742,3605,27
12722,04/08/2020,Tripura,5505,1802,3675,28
12723,05/08/2020,Tripura,5628,1873,3725,30
12724,06/08/2020,Tripura,5725,1901,3793,31
12725,07/08/2020,Tripura,5853,1957,3860,36
12726,08/08/2020,Tripura,5999,1878,4084,37
12727,09/08/2020,Tripura,6146,1929,4176,41
12728,10/08/2020,Tripura,6208,1723,4443,42
12729,11/08/2020,Tripura,6372,1673,4656,43
12730,12/08/2020,Tripura,6482,1601,4838,43
12731,13/08/2020,Tripura,6603,1647,4912,44
12732,14/08/2020,Tripura,6767,1706,5015,46
12733,15/08/2020,Tripura,6934,1796,5088,50
12734,16/08/2020,Tripura,7061,1855,5151,55
12735,17/08/2020,Tripura,7204,1859,5286,59
12736,18/08/2020,Tripura,7409,1943,5404,62
12737,19/08/2020,Tripura,7645,2083,5497,65
12738,20/08/2020,Tripura,7835,2205,5565,65
12739,21/08/2020,Tripura,8091,2373,5649,69
12740,22/08/2020,Tripura,8371,2240,6061,70
12741,23/08/2020,Tripura,8702,2448,6182,72
12742,24/08/2020,Tripura,8902,2488,6341,73
12743,25/08/2020,Tripura,9195,2703,6414,78
12744,26/08/2020,Tripura,9523,2866,6574,83
12745,27/08/2020,Tripura,9908,3126,6697,85
12746,28/08/2020,Tripura,10414,3486,6839,89
12747,29/08/2020,Tripura,10857,3726,7037,94
12748,30/08/2020,Tripura,11307,3977,7232,98
12749,31/08/2020,Tripura,11644,4108,7433,103
12750,01/09/2020,Tripura,12153,4366,7674,113
12751,02/09/2020,Tripura,12702,4737,7847,118
12752,03/09/2020,Tripura,13292,5133,8033,126
12753,04/09/2020,Tripura,13816,5475,8212,129
12754,05/09/2020,Tripura,14507,5888,8483,136
12755,06/09/2020,Tripura,15109,6220,8745,144
12756,07/09/2020,Tripura,15508,6311,9048,149
12757,08/09/2020,Tripura,16135,6641,9342,152
12758,09/09/2020,Tripura,16717,6903,9653,161
12759,10/09/2020,Tripura,17252,7086,9993,173
12760,11/09/2020,Tripura,17811,7383,10255,173
12761,12/09/2020,Tripura,18281,7365,10734,182
12762,13/09/2020,Tripura,18910,7584,11132,194
12763,14/09/2020,Tripura,19165,7429,11536,200
12764,15/09/2020,Tripura,19696,7564,11925,207
12765,16/09/2020,Tripura,20150,7498,12435,217
12766,17/09/2020,Tripura,20676,7498,12956,222
12767,18/09/2020,Tripura,20949,7162,13559,228
12768,19/09/2020,Tripura,21484,7107,14142,235
12769,20/09/2020,Tripura,22032,6983,14810,239
12770,21/09/2020,Tripura,22275,6566,15464,245
12771,22/09/2020,Tripura,22834,6700,15883,251
12772,23/09/2020,Tripura,23338,6599,16486,253
12773,24/09/2020,Tripura,23789,6551,16978,260
12774,25/09/2020,Tripura,24130,6378,17487,265
12775,26/09/2020,Tripura,24408,6148,17992,268
12776,27/09/2020,Tripura,24728,6066,18392,270
12777,28/09/2020,Tripura,24921,5689,18959,273
12778,29/09/2020,Tripura,25353,5874,19203,276
12779,30/09/2020,Tripura,25734,5765,19692,277
12780,01/10/2020,Tripura,26066,5691,20092,283
12781,02/10/2020,Tripura,26362,5480,20596,286
12782,03/10/2020,Tripura,26552,5366,20897,289
12783,04/10/2020,Tripura,26874,5171,21410,293
12784,05/10/2020,Tripura,27033,4858,21876,299
12785,06/10/2020,Tripura,27308,4876,22131,301
12786,07/10/2020,Tripura,27545,4621,22623,301
12787,08/10/2020,Tripura,27759,4389,23066,304
12788,09/10/2020,Tripura,27982,4197,23474,311
12789,10/10/2020,Tripura,28153,4039,23801,313
12790,11/10/2020,Tripura,28352,3951,24086,315
12791,12/10/2020,Tripura,28461,3742,24403,316
12792,13/10/2020,Tripura,28678,3738,24623,317
12793,14/10/2020,Tripura,28859,3500,25041,318
12794,15/10/2020,Tripura,29031,3318,25394,319
12795,16/10/2020,Tripura,29193,3105,25765,323
12796,17/10/2020,Tripura,29327,2966,26035,326
12797,18/10/2020,Tripura,29468,2917,26222,329
12798,19/10/2020,Tripura,29553,2672,26550,331
12799,20/10/2020,Tripura,29688,2609,26748,331
12800,21/10/2020,Tripura,29800,2455,27013,332
12801,22/10/2020,Tripura,29925,2339,27252,334
12802,23/10/2020,Tripura,30070,2229,27502,339
12803,24/10/2020,Tripura,30135,2055,27740,340
12804,25/10/2020,Tripura,30221,1992,27886,343
12805,26/10/2020,Tripura,30257,1845,28069,343
12806,27/10/2020,Tripura,30293,1796,28153,344
12807,28/10/2020,Tripura,30453,1754,28355,344
12808,29/10/2020,Tripura,30566,1696,28525,345
12809,30/10/2020,Tripura,30663,1580,28737,346
12810,31/10/2020,Tripura,30717,1493,28878,346
12811,01/11/2020,Tripura,30794,1400,29048,346
12812,02/11/2020,Tripura,30852,1270,29234,348
12813,03/11/2020,Tripura,30989,1321,29318,350
12814,04/11/2020,Tripura,31105,1322,29430,353
12815,05/11/2020,Tripura,31237,1339,29545,353
12816,06/11/2020,Tripura,31347,1327,29666,354
12817,07/11/2020,Tripura,31434,1286,29792,356
12818,08/11/2020,Tripura,31517,1302,29858,357
12819,09/11/2020,Tripura,31543,1219,29965,359
12820,10/11/2020,Tripura,31622,1254,30009,359
12821,11/11/2020,Tripura,31706,1289,30058,359
12822,12/11/2020,Tripura,31765,1198,30208,359
12823,13/11/2020,Tripura,31841,1167,30314,360
12824,14/11/2020,Tripura,31919,1143,30414,362
12825,15/11/2020,Tripura,31945,1105,30478,362
12826,16/11/2020,Tripura,31962,1043,30555,364
12827,17/11/2020,Tripura,32039,1044,30631,364
12828,18/11/2020,Tripura,32112,998,30750,364
12829,19/11/2020,Tripura,32217,997,30856,364
12830,20/11/2020,Tripura,32292,959,30968,365
12831,21/11/2020,Tripura,32367,917,31084,366
12832,22/11/2020,Tripura,32415,870,31179,366
12833,23/11/2020,Tripura,32434,796,31269,369
12834,24/11/2020,Tripura,32493,827,31296,370
12835,25/11/2020,Tripura,32528,790,31368,370
12836,26/11/2020,Tripura,32578,767,31441,370
12837,27/11/2020,Tripura,32610,741,31499,370
12838,28/11/2020,Tripura,32641,703,31568,370
12839,29/11/2020,Tripura,32674,649,31655,370
12840,30/11/2020,Tripura,32695,595,31730,370
12841,01/12/2020,Tripura,32726,592,31764,370
12842,02/12/2020,Tripura,32764,571,31821,372
12843,03/12/2020,Tripura,32803,552,31879,372
12844,04/12/2020,Tripura,32836,517,31947,372
12845,05/12/2020,Tripura,32860,479,32009,372
12846,06/12/2020,Tripura,32891,451,32068,372
12847,07/12/2020,Tripura,32897,414,32110,373
12848,08/12/2020,Tripura,32925,427,32125,373
12849,09/12/2020,Tripura,32945,403,32169,373
12850,10/12/2020,Tripura,32976,399,32204,373
12851,11/12/2020,Tripura,32997,373,32250,374
12852,12/12/2020,Tripura,33015,355,32285,375
12853,13/12/2020,Tripura,33038,352,32310,376
12854,14/12/2020,Tripura,33048,330,32342,376
12855,15/12/2020,Tripura,33057,314,32367,376
12856,17/12/2020,Tripura,33098,291,32429,378
12857,18/12/2020,Tripura,33119,270,32471,378
12858,19/12/2020,Tripura,33144,265,32501,378
12859,20/12/2020,Tripura,33167,257,32532,378
12860,21/12/2020,Tripura,33175,234,32561,380
